[941D571A1CA088A9985B379145CDE3FA] GET http://c9sdk:password@localhost:8080/ide/ (Document)
[25102.1521] GET http://localhost:8080/vfs/1/9c93vrbzCYCbMROb/socket/?access_token=token&EIO=3&transport=polling&t=Px1awAR.0&sid=ml_JZVQwCh1Gymq_AAAA (XHR) 200
[25102.1522] POST http://localhost:8080/vfs/1/9c93vrbzCYCbMROb/socket/?access_token=token&EIO=3&transport=polling&t=Px1awAc&sid=ml_JZVQwCh1Gymq_AAAA (XHR) 200
[25102.1523] PUT http://localhost:8080/vfs/1/9c93vrbzCYCbMROb/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1524] PUT http://localhost:8080/vfs/1/9c93vrbzCYCbMROb/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1525] GET http://localhost:8080/vfs/1/9c93vrbzCYCbMROb/socket/?access_token=token&EIO=3&transport=polling&t=Px1awAg&sid=ml_JZVQwCh1Gymq_AAAA (XHR) 200
[25102.1526] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1527] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1528] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1529] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1530] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1531] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1532] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1533] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1534] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1535] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1536] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1537] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1538] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1539] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1540] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1541] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1542] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1543] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1544] GET http://c9sdk:password@localhost:8080/_ping (XHR) 200
[25102.1545] GET http://localhost:8080/vfs/1/9c93vrbzCYCbMROb?access_token=token (XHR) 499
[25102.1546] DELETE http://localhost:8080/vfs/1/9c93vrbzCYCbMROb?access_token=token (XHR) 201
[25102.1547] POST http://localhost:8080/vfs/1?access_token=token (XHR) 201
[25102.1548] GET http://localhost:8080/vfs/1/9cncyCMbw1HXvlmc/socket/?access_token=token&EIO=3&transport=polling&t=Px1cLZd (XHR) 200
[25102.1549] POST http://localhost:8080/vfs/1/9cncyCMbw1HXvlmc/socket/?access_token=token&EIO=3&transport=polling&t=Px1cLZq&sid=PtSDq-9w22sSQPtAAAAA (XHR) 200
[25102.1551] GET http://localhost:8080/vfs/1/9cncyCMbw1HXvlmc/socket/?access_token=token&EIO=3&transport=polling&t=Px1cLZs&sid=PtSDq-9w22sSQPtAAAAA (XHR) 200
[25102.1552] POST http://localhost:8080/vfs/1/9cncyCMbw1HXvlmc/socket/?access_token=token&EIO=3&transport=polling&t=Px1cLa5&sid=PtSDq-9w22sSQPtAAAAA (XHR) 200
[25102.1553] GET http://localhost:8080/vfs/1/9cncyCMbw1HXvlmc/socket/?access_token=token&EIO=3&transport=polling&t=Px1cLa7&sid=PtSDq-9w22sSQPtAAAAA (XHR) 200
[25102.1554] POST http://localhost:8080/vfs/1/9cncyCMbw1HXvlmc/socket/?access_token=token&EIO=3&transport=polling&t=Px1cLaE&sid=PtSDq-9w22sSQPtAAAAA (XHR) 200
[25102.1555] PUT http://localhost:8080/vfs/1/9cncyCMbw1HXvlmc/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1556] PUT http://localhost:8080/vfs/1/9cncyCMbw1HXvlmc/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1557] GET http://localhost:8080/vfs/1/9cncyCMbw1HXvlmc/socket/?access_token=token&EIO=3&transport=polling&t=Px1cLaJ&sid=PtSDq-9w22sSQPtAAAAA (XHR) 200
[25102.1558] POST http://localhost:8080/vfs/1/9cncyCMbw1HXvlmc/socket/?access_token=token&EIO=3&transport=polling&t=Px1cLaO&sid=PtSDq-9w22sSQPtAAAAA (XHR) 200
[25102.1559] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1560] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1561] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1562] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1563] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1564] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1565] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1566] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1567] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1568] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1569] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1570] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1571] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1572] GET http://c9sdk:password@localhost:8080/_ping (XHR) 200
[25102.1573] GET http://localhost:8080/vfs/1/9cncyCMbw1HXvlmc?access_token=token (XHR) 499
[25102.1574] DELETE http://localhost:8080/vfs/1/9cncyCMbw1HXvlmc?access_token=token (XHR) 201
[25102.1575] POST http://localhost:8080/vfs/1?access_token=token (XHR) 201
[25102.1576] GET http://localhost:8080/vfs/1/9cfPtP9PAuefpdM1/socket/?access_token=token&EIO=3&transport=polling&t=Px1cYmn (XHR) 200
[25102.1577] POST http://localhost:8080/vfs/1/9cfPtP9PAuefpdM1/socket/?access_token=token&EIO=3&transport=polling&t=Px1cYmw&sid=2uEJ4UzN_JH1kpAUAAAA (XHR) 200
[25102.1579] GET http://localhost:8080/vfs/1/9cfPtP9PAuefpdM1/socket/?access_token=token&EIO=3&transport=polling&t=Px1cYmx&sid=2uEJ4UzN_JH1kpAUAAAA (XHR) 200
[25102.1580] POST http://localhost:8080/vfs/1/9cfPtP9PAuefpdM1/socket/?access_token=token&EIO=3&transport=polling&t=Px1cYn5&sid=2uEJ4UzN_JH1kpAUAAAA (XHR) 200
[25102.1581] GET http://localhost:8080/vfs/1/9cfPtP9PAuefpdM1/socket/?access_token=token&EIO=3&transport=polling&t=Px1cYn6&sid=2uEJ4UzN_JH1kpAUAAAA (XHR) 200
[25102.1582] POST http://localhost:8080/vfs/1/9cfPtP9PAuefpdM1/socket/?access_token=token&EIO=3&transport=polling&t=Px1cYnI&sid=2uEJ4UzN_JH1kpAUAAAA (XHR) 200
[25102.1583] PUT http://localhost:8080/vfs/1/9cfPtP9PAuefpdM1/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1584] PUT http://localhost:8080/vfs/1/9cfPtP9PAuefpdM1/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1585] GET http://localhost:8080/vfs/1/9cfPtP9PAuefpdM1/socket/?access_token=token&EIO=3&transport=polling&t=Px1cYnP&sid=2uEJ4UzN_JH1kpAUAAAA (XHR) 200
[25102.1586] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1587] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1588] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1589] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1590] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1591] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1592] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1593] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1594] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1595] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1596] GET http://c9sdk:password@localhost:8080/_ping (XHR)
[25102.1597] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1598] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1599] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1600] GET http://c9sdk:password@localhost:8080/_ping (XHR) 200
[25102.1601] GET http://localhost:8080/vfs/1/9cfPtP9PAuefpdM1?access_token=token (XHR) 499
[25102.1602] DELETE http://localhost:8080/vfs/1/9cfPtP9PAuefpdM1?access_token=token (XHR) 201
[25102.1603] POST http://localhost:8080/vfs/1?access_token=token (XHR) 201
[25102.1604] GET http://localhost:8080/vfs/1/9clstSWpt1WiqPEZ/socket/?access_token=token&EIO=3&transport=polling&t=Px1dST_ (XHR) 200
[25102.1605] POST http://localhost:8080/vfs/1/9clstSWpt1WiqPEZ/socket/?access_token=token&EIO=3&transport=polling&t=Px1dSU9&sid=RzLnLq_ohzG1vxAJAAAA (XHR) 200
[25102.1607] GET http://localhost:8080/vfs/1/9clstSWpt1WiqPEZ/socket/?access_token=token&EIO=3&transport=polling&t=Px1dSUB&sid=RzLnLq_ohzG1vxAJAAAA (XHR) 200
[25102.1608] POST http://localhost:8080/vfs/1/9clstSWpt1WiqPEZ/socket/?access_token=token&EIO=3&transport=polling&t=Px1dSUL&sid=RzLnLq_ohzG1vxAJAAAA (XHR) 200
[25102.1609] GET http://localhost:8080/vfs/1/9clstSWpt1WiqPEZ/socket/?access_token=token&EIO=3&transport=polling&t=Px1dSUM&sid=RzLnLq_ohzG1vxAJAAAA (XHR) 200
[25102.1610] PUT http://localhost:8080/vfs/1/9clstSWpt1WiqPEZ/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1611] PUT http://localhost:8080/vfs/1/9clstSWpt1WiqPEZ/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1612] GET http://localhost:8080/vfs/1/9clstSWpt1WiqPEZ/socket/?access_token=token&EIO=3&transport=polling&t=Px1dSUc&sid=RzLnLq_ohzG1vxAJAAAA (XHR) 200
[25102.1613] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1614] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1615] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1616] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1617] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1618] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1619] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1620] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1621] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1622] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1623] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1624] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1625] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1626] GET http://c9sdk:password@localhost:8080/_ping (XHR) 200
[25102.1627] GET http://localhost:8080/vfs/1/9clstSWpt1WiqPEZ?access_token=token (XHR) 499
[25102.1628] DELETE http://localhost:8080/vfs/1/9clstSWpt1WiqPEZ?access_token=token (XHR) 201
[25102.1629] POST http://localhost:8080/vfs/1?access_token=token (XHR) 201
[25102.1630] GET http://localhost:8080/vfs/1/9cuR68QCpVGvDESd/socket/?access_token=token&EIO=3&transport=polling&t=Px1eWaU (XHR) 200
[25102.1631] POST http://localhost:8080/vfs/1/9cuR68QCpVGvDESd/socket/?access_token=token&EIO=3&transport=polling&t=Px1eWah&sid=_cextC3VUQfKktIjAAAA (XHR) 200
[25102.1633] GET http://localhost:8080/vfs/1/9cuR68QCpVGvDESd/socket/?access_token=token&EIO=3&transport=polling&t=Px1eWai&sid=_cextC3VUQfKktIjAAAA (XHR) 200
[25102.1634] POST http://localhost:8080/vfs/1/9cuR68QCpVGvDESd/socket/?access_token=token&EIO=3&transport=polling&t=Px1eWav&sid=_cextC3VUQfKktIjAAAA (XHR) 200
[25102.1635] GET http://localhost:8080/vfs/1/9cuR68QCpVGvDESd/socket/?access_token=token&EIO=3&transport=polling&t=Px1eWaw&sid=_cextC3VUQfKktIjAAAA (XHR) 200
[25102.1636] POST http://localhost:8080/vfs/1/9cuR68QCpVGvDESd/socket/?access_token=token&EIO=3&transport=polling&t=Px1eWb9&sid=_cextC3VUQfKktIjAAAA (XHR) 200
[25102.1637] PUT http://localhost:8080/vfs/1/9cuR68QCpVGvDESd/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1638] PUT http://localhost:8080/vfs/1/9cuR68QCpVGvDESd/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1639] GET http://localhost:8080/vfs/1/9cuR68QCpVGvDESd/socket/?access_token=token&EIO=3&transport=polling&t=Px1eWbF&sid=_cextC3VUQfKktIjAAAA (XHR) 200
[25102.1640] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1641] GET http://c9sdk:password@localhost:8080/_ping (XHR) 200
[25102.1642] GET http://localhost:8080/vfs/1/9cuR68QCpVGvDESd?access_token=token (XHR) 499
[25102.1643] DELETE http://localhost:8080/vfs/1/9cuR68QCpVGvDESd?access_token=token (XHR) 201
[25102.1644] POST http://localhost:8080/vfs/1?access_token=token (XHR) 201
[25102.1645] GET http://localhost:8080/vfs/1/9cXyjmOtODHmWowH/socket/?access_token=token&EIO=3&transport=polling&t=Px1fH48 (XHR) 200
[25102.1646] POST http://localhost:8080/vfs/1/9cXyjmOtODHmWowH/socket/?access_token=token&EIO=3&transport=polling&t=Px1fH4H&sid=CpwBYyt3Qliw7RyIAAAA (XHR) 200
[25102.1648] GET http://localhost:8080/vfs/1/9cXyjmOtODHmWowH/socket/?access_token=token&EIO=3&transport=polling&t=Px1fH4I&sid=CpwBYyt3Qliw7RyIAAAA (XHR) 200
[25102.1649] POST http://localhost:8080/vfs/1/9cXyjmOtODHmWowH/socket/?access_token=token&EIO=3&transport=polling&t=Px1fH4U&sid=CpwBYyt3Qliw7RyIAAAA (XHR) 200
[25102.1650] GET http://localhost:8080/vfs/1/9cXyjmOtODHmWowH/socket/?access_token=token&EIO=3&transport=polling&t=Px1fH4V&sid=CpwBYyt3Qliw7RyIAAAA (XHR) 200
[25102.1651] POST http://localhost:8080/vfs/1/9cXyjmOtODHmWowH/socket/?access_token=token&EIO=3&transport=polling&t=Px1fH4a&sid=CpwBYyt3Qliw7RyIAAAA (XHR) 200
[25102.1652] PUT http://localhost:8080/vfs/1/9cXyjmOtODHmWowH/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1653] PUT http://localhost:8080/vfs/1/9cXyjmOtODHmWowH/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1654] GET http://localhost:8080/vfs/1/9cXyjmOtODHmWowH/socket/?access_token=token&EIO=3&transport=polling&t=Px1fH4e&sid=CpwBYyt3Qliw7RyIAAAA (XHR) 200
[25102.1655] POST http://localhost:8080/vfs/1/9cXyjmOtODHmWowH/socket/?access_token=token&EIO=3&transport=polling&t=Px1fH4k&sid=CpwBYyt3Qliw7RyIAAAA (XHR) 200
[25102.1656] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1657] GET http://c9sdk:password@localhost:8080/_ping (XHR) 200
[25102.1658] GET http://localhost:8080/vfs/1/9cXyjmOtODHmWowH?access_token=token (XHR) 499
[25102.1659] DELETE http://localhost:8080/vfs/1/9cXyjmOtODHmWowH?access_token=token (XHR) 201
[25102.1660] POST http://localhost:8080/vfs/1?access_token=token (XHR) 201
[25102.1661] GET http://localhost:8080/vfs/1/9cFOyNQHvNAMO7wk/socket/?access_token=token&EIO=3&transport=polling&t=Px1feHC (XHR) 200
[25102.1662] POST http://localhost:8080/vfs/1/9cFOyNQHvNAMO7wk/socket/?access_token=token&EIO=3&transport=polling&t=Px1feHN&sid=Y2ujgBav0h1Q50x8AAAA (XHR) 200
[25102.1664] GET http://localhost:8080/vfs/1/9cFOyNQHvNAMO7wk/socket/?access_token=token&EIO=3&transport=polling&t=Px1feHO&sid=Y2ujgBav0h1Q50x8AAAA (XHR) 200
[25102.1665] POST http://localhost:8080/vfs/1/9cFOyNQHvNAMO7wk/socket/?access_token=token&EIO=3&transport=polling&t=Px1feHb&sid=Y2ujgBav0h1Q50x8AAAA (XHR) 200
[25102.1666] GET http://localhost:8080/vfs/1/9cFOyNQHvNAMO7wk/socket/?access_token=token&EIO=3&transport=polling&t=Px1feHd&sid=Y2ujgBav0h1Q50x8AAAA (XHR) 200
[25102.1667] POST http://localhost:8080/vfs/1/9cFOyNQHvNAMO7wk/socket/?access_token=token&EIO=3&transport=polling&t=Px1feHh&sid=Y2ujgBav0h1Q50x8AAAA (XHR) 200
[25102.1668] PUT http://localhost:8080/vfs/1/9cFOyNQHvNAMO7wk/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1669] PUT http://localhost:8080/vfs/1/9cFOyNQHvNAMO7wk/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1670] GET http://localhost:8080/vfs/1/9cFOyNQHvNAMO7wk/socket/?access_token=token&EIO=3&transport=polling&t=Px1feHq&sid=Y2ujgBav0h1Q50x8AAAA (XHR) 200
[25102.1671] GET http://c9sdk:password@localhost:8080/_ping (XHR) 502
[25102.1672] GET http://c9sdk:password@localhost:8080/_ping (XHR) 200
[25102.1673] GET http://localhost:8080/vfs/1/9cFOyNQHvNAMO7wk?access_token=token (XHR) 499
[25102.1674] DELETE http://localhost:8080/vfs/1/9cFOyNQHvNAMO7wk?access_token=token (XHR) 201
[25102.1675] POST http://localhost:8080/vfs/1?access_token=token (XHR) 201
[25102.1676] GET http://localhost:8080/vfs/1/9cUnVdkvvzbPav0L/socket/?access_token=token&EIO=3&transport=polling&t=Px1gan2 (XHR) 200
[25102.1677] POST http://localhost:8080/vfs/1/9cUnVdkvvzbPav0L/socket/?access_token=token&EIO=3&transport=polling&t=Px1ganC&sid=BKUQpqXDE51LTkl0AAAA (XHR) 200
[25102.1679] GET http://localhost:8080/vfs/1/9cUnVdkvvzbPav0L/socket/?access_token=token&EIO=3&transport=polling&t=Px1ganD&sid=BKUQpqXDE51LTkl0AAAA (XHR) 200
[25102.1680] POST http://localhost:8080/vfs/1/9cUnVdkvvzbPav0L/socket/?access_token=token&EIO=3&transport=polling&t=Px1ganO&sid=BKUQpqXDE51LTkl0AAAA (XHR) 200
[25102.1681] GET http://localhost:8080/vfs/1/9cUnVdkvvzbPav0L/socket/?access_token=token&EIO=3&transport=polling&t=Px1ganP&sid=BKUQpqXDE51LTkl0AAAA (XHR) 200
[25102.1682] POST http://localhost:8080/vfs/1/9cUnVdkvvzbPav0L/socket/?access_token=token&EIO=3&transport=polling&t=Px1ganU&sid=BKUQpqXDE51LTkl0AAAA (XHR) 200
[25102.1683] PUT http://localhost:8080/vfs/1/9cUnVdkvvzbPav0L/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1684] PUT http://localhost:8080/vfs/1/9cUnVdkvvzbPav0L/workspace/.c9/state.settings?access_token=token (XHR) 201
[25102.1685] GET http://localhost:8080/vfs/1/9cUnVdkvvzbPav0L/socket/?access_token=token&EIO=3&transport=polling&t=Px1ganY&sid=BKUQpqXDE51LTkl0AAAA (XHR) 200
[25102.1686] POST http://localhost:8080/vfs/1/9cUnVdkvvzbPav0L/socket/?access_token=token&EIO=3&transport=polling&t=Px1gand&sid=BKUQpqXDE51LTkl0AAAA (XHR) 200
[A8F15B543D480835B62B07F59DB14021] GET http://c9sdk:password@localhost:8080/ide/ (Document)
[A8F15B543D480835B62B07F59DB14021] GET http://c9sdk:password@localhost:8080/ide.html (Document) 200
[25102.1688] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/loading-flat.css (Stylesheet) 304
[25102.1689] GET http://c9sdk:password@localhost:8080/static/mini_require.js (Script) 304
[25102.1690] GET http://c9sdk:password@localhost:8080/configs/require_config.js (Script) 200
[25102.1694] GET http://localhost:8080/static/~/amd/lib/architect/architect.js (Script) 304
[25102.1695] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/loadingbgrepeat.png (Image) 200
[25102.1696] GET http://c9sdk:password@localhost:8080/static/plugins/c9.ide.layout.classic/images/c9-logo-blue@1x.png (Image) 200
[25102.1697] GET http://localhost:8080/static/~/amd/lib/events.js (Script) 304
[25102.1698] GET http://localhost:8080/static/~/amd/plugins/c9.core/c9.js (Script) 304
[25102.1699] GET http://localhost:8080/static/~/amd/plugins/c9.core/settings.js (Script) 304
[25102.1700] GET http://localhost:8080/static/~/amd/plugins/c9.core/ext.js (Script) 304
[25102.1701] GET http://localhost:8080/static/~/amd/plugins/c9.core/http-xhr.js (Script) 304
[25102.1702] GET http://localhost:8080/static/~/amd/plugins/c9.core/util.js (Script) 304
[25102.1703] GET http://localhost:8080/static/~/amd/plugins/c9.ide.plugins/manager.js (Script) 304
[25102.1704] GET http://localhost:8080/static/~/amd/plugins/c9.ide.plugins/gui.js (Script) 304
[25102.1705] GET http://localhost:8080/static/~/amd/plugins/c9.vfs.client/vfs.ping.js (Script) 304
[25102.1706] GET http://localhost:8080/static/~/amd/plugins/c9.vfs.client/vfs.log.js (Script) 304
[25102.1707] GET http://localhost:8080/static/~/amd/plugins/c9.vfs.client/vfs_client.js (Script) 304
[25102.1708] GET http://localhost:8080/static/~/amd/plugins/c9.vfs.client/endpoint.js (Script) 304
[25102.1709] GET http://localhost:8080/static/~/amd/plugins/c9.ide.auth/auth.js (Script) 304
[25102.1710] GET http://localhost:8080/static/~/amd/plugins/c9.core/api.js (Script) 304
[25102.1711] GET http://localhost:8080/static/~/amd/plugins/c9.ide.editors/document.js (Script) 304
[25102.1712] GET http://localhost:8080/static/~/amd/plugins/c9.ide.editors/editors.js (Script) 304
[25102.1713] GET http://localhost:8080/static/~/amd/plugins/c9.ide.editors/editor.js (Script) 304
[25102.1714] GET http://localhost:8080/static/~/amd/plugins/c9.ide.editors/imgview.js (Script) 304
[25102.1715] GET http://localhost:8080/static/~/amd/plugins/c9.ide.imgeditor/imgeditor.js (Script) 304
[25102.1716] GET http://localhost:8080/static/~/amd/plugins/c9.ide.editors/urlview.js (Script) 304
[25102.1717] GET http://localhost:8080/static/~/amd/plugins/c9.ide.editors/tab.js (Script) 304
[25102.1718] GET http://localhost:8080/static/~/amd/plugins/c9.ide.editors/tabmanager.js (Script) 304
[25102.1719] GET http://localhost:8080/static/~/amd/plugins/c9.ide.editors/metadata.js (Script) 304
[25102.1720] GET http://localhost:8080/static/~/amd/plugins/c9.ide.editors/pane.js (Script) 304
[25102.1721] GET http://localhost:8080/static/~/amd/plugins/c9.ide.editors/undomanager.js (Script) 304
[25102.1722] GET http://localhost:8080/static/~/amd/plugins/c9.ide.newresource/newresource.js (Script) 304
[25102.1723] GET http://localhost:8080/static/~/amd/plugins/c9.ide.newresource/open.js (Script) 304
[25102.1724] GET http://localhost:8080/static/~/amd/plugins/c9.ide.undo/undo.js (Script) 304
[25102.1725] GET http://localhost:8080/static/~/amd/plugins/c9.ide.closeconfirmation/closeconfirmation.js (Script) 304
[25102.1726] GET http://localhost:8080/static/~/amd/plugins/c9.ide.openfiles/openfiles.js (Script) 304
[25102.1727] GET http://localhost:8080/static/~/amd/plugins/c9.ide.metrics/metrics.js (Script) 304
[25102.1728] GET http://localhost:8080/static/~/amd/plugins/c9.ide.keys/commands.js (Script) 304
[25102.1729] GET http://localhost:8080/static/~/amd/plugins/c9.ide.keys/editor.js (Script) 304
[25102.1730] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ace/ace.js (Script) 304
[25102.1731] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ace/themes.js (Script) 304
[25102.1732] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ace.stripws/stripws.js (Script) 304
[25102.1733] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ace.repl/editor.js (Script) 304
[25102.1734] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ace.gotoline/gotoline.js (Script) 304
[25102.1735] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ace.statusbar/statusbar.js (Script) 304
[25102.1736] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ace.keymaps/keymaps.js (Script) 304
[25102.1737] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ace.keymaps/cli.js (Script) 304
[25102.1738] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ace.emmet/emmet.js (Script) 304
[25102.1739] GET http://localhost:8080/static/~/amd/plugins/c9.ide.find/find.js (Script) 304
[25102.1740] GET http://localhost:8080/static/~/amd/plugins/c9.ide.find/find.nak.js (Script) 304
[25102.1741] GET http://localhost:8080/static/~/amd/plugins/c9.ide.find.infiles/findinfiles.js (Script) 304
[25102.1742] GET http://localhost:8080/static/~/amd/plugins/c9.ide.find.replace/findreplace.js (Script) 304
[25102.1743] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/ui.js (Script) 304
[25102.1744] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/anims.js (Script) 304
[25102.1745] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/tooltip.js (Script) 304
[25102.1746] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/menus.js (Script) 304
[25102.1747] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/forms.js (Script) 304
[25102.1748] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/widgets.list.js (Script) 304
[25102.1749] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/widgets.tree.js (Script) 304
[25102.1750] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/widgets.datagrid.js (Script) 304
[25102.1751] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/widgets.terminal.js (Script) 304
[25102.1752] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/focus.js (Script) 304
[25102.1753] GET http://localhost:8080/static/~/amd/plugins/c9.ide.ui/lib_apf.js (Script) 304
[25102.1754] GET http://localhost:8080/static/~/amd/plugins/c9.ide.dialog/dialog.js (Script) 304
[25102.1755] GET http://localhost:8080/static/~/amd/plugins/c9.ide.dialog.common/alert.js (Script) 304
[25102.1756] GET http://localhost:8080/static/~/amd/plugins/c9.ide.dialog.common/alert_internal.js (Script) 304
[25102.1757] GET http://localhost:8080/static/~/amd/plugins/c9.ide.dialog.common/confirm.js (Script) 304
[25102.1758] GET http://localhost:8080/static/~/amd/plugins/c9.ide.dialog.common/filechange.js (Script) 304
[25102.1759] GET http://localhost:8080/static/~/amd/plugins/c9.ide.dialog.common/fileoverwrite.js (Script) 304
[25102.1760] GET http://localhost:8080/static/~/amd/plugins/c9.ide.dialog.common/fileremove.js (Script) 304
[25102.1761] GET http://localhost:8080/static/~/amd/plugins/c9.ide.dialog.common/info.js (Script) 304
[25102.1762] GET http://localhost:8080/static/~/amd/plugins/c9.ide.dialog.common/question.js (Script) 304
[25102.1763] GET http://localhost:8080/static/~/amd/plugins/c9.ide.dialog.common/upsell.js (Script) 304
[25102.1764] GET http://localhost:8080/static/~/amd/plugins/c9.ide.dialog.common/error.js (Script) 304
[25102.1765] GET http://localhost:8080/static/~/amd/plugins/c9.ide.dialog.common/notification.js (Script) 304
[25102.1766] GET http://localhost:8080/static/~/amd/plugins/c9.ide.dialog.login/login.js (Script) 304
[25102.1767] GET http://localhost:8080/static/~/amd/plugins/c9.ide.dialog.file/file.js (Script) 304
